,GiftId,trip_id
19346,19347,149
18610,18611,149
19498,19499,149
18866,18867,149
18564,18565,149
19693,19694,149
19125,19126,149
19241,19242,149
19837,19838,149
18612,18613,149
18323,18324,149
19608,19609,149
19447,19448,149
19374,19375,149
18851,18852,149
19002,19003,149
19491,19492,149
18346,18347,149
19826,19827,149
18492,18493,149
18439,18440,149
18316,18317,149
19674,19675,149
18528,18529,149
19676,19677,149
18470,18471,149
19679,19680,149
19776,19777,149
19816,19817,149
18852,18853,149
19559,19560,149
19506,19507,149
19317,19318,149
18589,18590,149
19108,19109,149
18429,18430,149
18689,18690,149
18339,18340,149
19345,19346,149
18450,18451,149
19821,19822,149
19001,19002,149
19407,19408,149
19497,19498,149
19444,19445,149
18662,18663,149
19424,19425,149
18679,18680,149
18915,18916,149
19814,19815,149
19024,19025,149
19173,19174,149
18354,18355,149
18366,18367,149
18449,18450,149
18657,18658,149
18931,18932,149
19037,19038,149
19349,19350,149
19378,19379,149
19490,19491,149
19531,19532,149
19581,19582,149
19645,19646,149
19717,19718,149
19753,19754,149
19798,19799,149
19866,19867,150
20659,20660,150
20684,20685,150
21098,21099,150
20534,20535,150
20619,20620,150
20111,20112,150
20434,20435,150
20740,20741,150
20438,20439,150
21277,21278,150
19981,19982,150
20231,20232,150
20880,20881,150
19844,19845,150
20456,20457,150
20696,20697,150
20609,20610,150
21434,21435,150
20975,20976,150
20915,20916,150
21172,21173,150
21478,21479,150
20814,20815,150
21220,21221,150
20935,20936,150
21236,21237,150
21361,21362,150
20193,20194,150
20285,20286,150
21029,21030,150
19973,19974,150
21245,21246,150
20234,20235,150
19993,19994,150
19909,19910,150
20281,20282,150
19927,19928,150
20886,20887,150
20686,20687,150
19986,19987,150
21009,21010,150
20084,20085,150
19915,19916,150
20000,20001,150
20110,20111,150
20150,20151,150
20315,20316,150
20423,20424,150
20483,20484,150
20570,20571,150
20633,20634,150
20671,20672,150
20759,20760,150
20835,20836,150
20879,20880,150
20980,20981,150
21031,21032,150
21061,21062,150
21199,21200,150
21229,21230,150
21276,21277,150
21373,21374,150
21402,21403,150
21501,21502,150
21509,21510,150
21708,21709,151
22361,22362,151
22273,22274,151
22431,22432,151
21688,21689,151
21604,21605,151
22220,22221,151
22645,22646,151
22118,22119,151
21586,21587,151
21981,21982,151
21691,21692,151
22168,22169,151
22720,22721,151
21967,21968,151
22337,22338,151
21585,21586,151
21676,21677,151
21614,21615,151
21537,21538,151
22666,22667,151
22447,22448,151
22254,22255,151
22594,22595,151
21645,21646,151
22341,22342,151
21732,21733,151
21735,21736,151
21669,21670,151
22305,22306,151
21702,21703,151
21747,21748,151
22329,22330,151
22011,22012,151
22224,22225,151
21890,21891,151
22010,22011,151
21791,21792,151
22030,22031,151
21737,21738,151
21830,21831,151
22122,22123,151
21869,21870,151
22377,22378,151
22552,22553,151
21554,21555,151
21560,21561,151
21579,21580,151
21770,21771,151
21934,21935,151
21975,21976,151
22108,22109,151
22303,22304,151
22331,22332,151
22397,22398,151
22418,22419,151
22596,22597,151
23663,23664,152
23830,23831,152
23174,23175,152
23030,23031,152
23015,23016,152
22886,22887,152
22742,22743,152
23811,23812,152
22926,22927,152
23615,23616,152
23921,23922,152
22852,22853,152
23384,23385,152
23065,23066,152
23363,23364,152
23632,23633,152
23931,23932,152
22786,22787,152
23509,23510,152
23690,23691,152
22958,22959,152
23913,23914,152
23640,23641,152
22956,22957,152
23125,23126,152
23408,23409,152
22971,22972,152
22766,22767,152
23389,23390,152
23459,23460,152
22909,22910,152
22826,22827,152
22865,22866,152
23852,23853,152
23744,23745,152
23768,23769,152
22976,22977,152
22751,22752,152
23273,23274,152
23069,23070,152
23808,23809,152
23624,23625,152
23311,23312,152
23220,23221,152
23255,23256,152
23282,23283,152
23850,23851,152
22745,22746,152
22761,22762,152
22855,22856,152
22863,22864,152
22884,22885,152
23021,23022,152
23079,23080,152
23268,23269,152
23404,23405,152
23416,23417,152
23427,23428,152
24172,24173,153
24211,24212,153
24410,24411,153
24080,24081,153
24087,24088,153
23979,23980,153
24164,24165,153
24562,24563,153
24377,24378,153
24560,24561,153
24622,24623,153
24226,24227,153
24953,24954,153
24521,24522,153
24723,24724,153
25119,25120,153
25406,25407,153
25183,25184,153
25325,25326,153
25327,25328,153
24136,24137,153
25372,25373,153
24464,24465,153
24156,24157,153
24011,24012,153
24467,24468,153
24876,24877,153
24254,24255,153
25316,25317,153
24331,24332,153
25245,25246,153
24543,24544,153
25273,25274,153
25127,25128,153
24918,24919,153
25123,25124,153
24756,24757,153
24571,24572,153
24126,24127,153
24722,24723,153
25121,25122,153
24184,24185,153
24111,24112,153
24629,24630,153
24803,24804,153
24268,24269,153
25078,25079,153
24366,24367,153
24471,24472,153
24799,24800,153
25141,25142,153
24665,24666,153
23998,23999,153
24049,24050,153
24167,24168,153
24194,24195,153
24275,24276,153
24307,24308,153
24312,24313,153
24313,24314,153
24380,24381,153
24394,24395,153
24403,24404,153
24429,24430,153
24455,24456,153
24582,24583,153
24608,24609,153
24694,24695,153
24758,24759,153
24801,24802,153
25104,25105,153
25115,25116,153
25158,25159,153
25198,25199,153
25215,25216,153
25241,25242,153
25262,25263,153
25270,25271,153
25353,25354,153
25958,25959,154
25862,25863,154
26461,26462,154
26008,26009,154
25770,25771,154
26876,26877,154
26814,26815,154
26782,26783,154
25523,25524,154
26786,26787,154
26717,26718,154
26508,26509,154
26945,26946,154
25616,25617,154
25919,25920,154
26437,26438,154
26153,26154,154
26728,26729,154
25722,25723,154
25553,25554,154
26002,26003,154
26040,26041,154
26685,26686,154
25880,25881,154
25922,25923,154
26919,26920,154
26812,26813,154
25650,25651,154
25413,25414,154
26767,26768,154
26339,26340,154
26996,26997,154
26209,26210,154
26725,26726,154
26712,26713,154
26843,26844,154
25989,25990,154
26977,26978,154
25606,25607,154
25674,25675,154
26181,26182,154
25754,25755,154
27069,27070,154
26222,26223,154
26217,26218,154
25967,25968,154
26155,26156,154
26751,26752,154
26055,26056,154
25988,25989,154
25682,25683,154
25493,25494,154
25494,25495,154
25586,25587,154
25610,25611,154
25631,25632,154
25633,25634,154
25664,25665,154
25671,25672,154
25697,25698,154
25703,25704,154
25839,25840,154
26013,26014,154
26066,26067,154
26312,26313,154
26423,26424,154
26435,26436,154
26590,26591,154
26605,26606,154
26612,26613,154
26761,26762,154
26802,26803,154
26816,26817,154
26885,26886,154
27114,27115,155
27265,27266,155
27611,27612,155
28060,28061,155
28174,28175,155
28223,28224,155
27177,27178,155
28407,28408,155
28544,28545,155
27877,27878,155
28356,28357,155
27685,27686,155
27796,27797,155
28088,28089,155
27219,27220,155
27924,27925,155
27124,27125,155
27773,27774,155
27559,27560,155
27837,27838,155
27213,27214,155
27419,27420,155
27887,27888,155
27930,27931,155
27372,27373,155
27772,27773,155
28302,28303,155
28553,28554,155
27343,27344,155
27901,27902,155
27781,27782,155
27479,27480,155
28484,28485,155
28408,28409,155
27371,27372,155
27771,27772,155
28119,28120,155
28352,28353,155
28476,28477,155
28128,28129,155
28527,28528,155
27495,27496,155
27179,27180,155
27690,27691,155
27445,27446,155
27605,27606,155
27158,27159,155
27304,27305,155
27321,27322,155
27352,27353,155
27416,27417,155
27472,27473,155
27527,27528,155
27678,27679,155
27723,27724,155
27975,27976,155
27977,27978,155
27981,27982,155
27984,27985,155
28156,28157,155
28253,28254,155
28280,28281,155
28290,28291,155
28299,28300,155
28420,28421,155
28502,28503,155
28551,28552,155
28627,28628,155
28699,28700,156
29036,29037,156
29603,29604,156
29916,29917,156
29650,29651,156
30072,30073,156
29407,29408,156
28711,28712,156
28848,28849,156
28907,28908,156
29956,29957,156
28785,28786,156
29269,29270,156
30059,30060,156
29186,29187,156
29646,29647,156
29307,29308,156
29854,29855,156
29651,29652,156
29067,29068,156
28751,28752,156
29946,29947,156
29580,29581,156
29177,29178,156
29967,29968,156
28893,28894,156
29203,29204,156
29865,29866,156
29356,29357,156
29814,29815,156
29455,29456,156
29439,29440,156
29124,29125,156
29810,29811,156
29781,29782,156
29066,29067,156
29363,29364,156
29225,29226,156
29795,29796,156
29326,29327,156
29463,29464,156
28759,28760,156
28809,28810,156
28833,28834,156
28965,28966,156
28997,28998,156
29051,29052,156
29095,29096,156
29212,29213,156
29222,29223,156
29273,29274,156
29324,29325,156
29382,29383,156
29399,29400,156
29436,29437,156
29477,29478,156
29503,29504,156
29564,29565,156
29758,29759,156
29858,29859,156
29891,29892,156
29989,29990,156
30050,30051,156
30148,30149,156
31682,31683,157
31038,31039,157
31531,31532,157
31191,31192,157
31711,31712,157
31068,31069,157
31199,31200,157
30627,30628,157
31125,31126,157
31688,31689,157
30406,30407,157
31315,31316,157
30506,30507,157
31568,31569,157
31264,31265,157
30664,30665,157
31205,31206,157
30923,30924,157
31425,31426,157
30410,30411,157
31116,31117,157
31273,31274,157
31573,31574,157
31624,31625,157
31759,31760,157
30864,30865,157
31002,31003,157
31698,31699,157
30292,30293,157
30746,30747,157
31330,31331,157
30358,30359,157
31636,31637,157
30563,30564,157
30216,30217,157
30159,30160,157
30642,30643,157
30344,30345,157
31655,31656,157
31549,31550,157
31130,31131,157
30536,30537,157
30709,30710,157
31565,31566,157
31581,31582,157
30196,30197,157
30657,30658,157
30388,30389,157
30899,30900,157
30621,30622,157
31640,31641,157
30282,30283,157
30374,30375,157
30456,30457,157
30512,30513,157
30653,30654,157
30820,30821,157
30906,30907,157
30921,30922,157
30992,30993,157
31055,31056,157
31085,31086,157
31119,31120,157
31241,31242,157
31247,31248,157
31357,31358,157
31463,31464,157
31503,31504,157
31632,31633,157
31660,31661,157
31685,31686,157
31690,31691,157
31734,31735,157
31957,31958,158
32562,32563,158
32673,32674,158
32323,32324,158
32646,32647,158
32843,32844,158
31830,31831,158
32003,32004,158
32908,32909,158
32862,32863,158
32012,32013,158
32574,32575,158
31771,31772,158
32215,32216,158
31864,31865,158
31813,31814,158
32714,32715,158
32601,32602,158
32897,32898,158
32205,32206,158
31831,31832,158
32555,32556,158
32694,32695,158
32078,32079,158
32797,32798,158
32703,32704,158
32333,32334,158
32650,32651,158
32502,32503,158
32755,32756,158
31930,31931,158
32244,32245,158
32324,32325,158
32237,32238,158
32611,32612,158
32810,32811,158
32913,32914,158
32275,32276,158
31834,31835,158
32523,32524,158
31893,31894,158
32858,32859,158
32126,32127,158
32711,32712,158
32296,32297,158
31811,31812,158
31827,31828,158
31869,31870,158
31972,31973,158
32011,32012,158
32031,32032,158
32052,32053,158
32177,32178,158
32270,32271,158
32464,32465,158
32490,32491,158
32548,32549,158
32661,32662,158
32841,32842,158
32930,32931,158
32943,32944,158
33680,33681,159
34536,34537,159
33660,33661,159
33650,33651,159
34703,34704,159
34605,34606,159
34108,34109,159
33565,33566,159
33204,33205,159
34317,34318,159
33493,33494,159
34582,34583,159
34497,34498,159
34638,34639,159
33440,33441,159
34057,34058,159
32985,32986,159
33796,33797,159
33162,33163,159
33107,33108,159
33607,33608,159
33546,33547,159
34103,34104,159
34225,34226,159
33446,33447,159
34303,34304,159
33595,33596,159
34322,34323,159
34610,34611,159
33313,33314,159
34544,34545,159
34398,34399,159
33869,33870,159
33781,33782,159
33092,33093,159
33200,33201,159
33472,33473,159
34731,34732,159
34684,34685,159
32953,32954,159
34395,34396,159
33319,33320,159
34040,34041,159
34542,34543,159
33051,33052,159
33050,33051,159
33219,33220,159
33436,33437,159
34486,34487,159
34126,34127,159
33697,33698,159
32972,32973,159
33267,33268,159
33291,33292,159
33308,33309,159
33414,33415,159
33415,33416,159
33486,33487,159
33495,33496,159
33591,33592,159
33647,33648,159
33765,33766,159
33777,33778,159
33833,33834,159
33923,33924,159
33943,33944,159
34077,34078,159
34271,34272,159
34390,34391,159
34467,34468,159
34566,34567,159
34585,34586,159
34599,34600,159
34619,34620,159
34624,34625,159
34635,34636,159
34640,34641,159
34644,34645,159
34708,34709,159
35212,35213,160
35784,35785,160
35839,35840,160
35992,35993,160
35391,35392,160
35171,35172,160
35007,35008,160
34743,34744,160
35588,35589,160
34759,34760,160
36076,36077,160
35730,35731,160
35804,35805,160
34857,34858,160
35478,35479,160
35276,35277,160
35037,35038,160
35016,35017,160
35597,35598,160
35160,35161,160
35014,35015,160
36022,36023,160
34843,34844,160
35083,35084,160
34901,34902,160
35183,35184,160
34820,34821,160
35695,35696,160
35811,35812,160
35203,35204,160
35394,35395,160
36074,36075,160
35193,35194,160
34944,34945,160
35770,35771,160
36038,36039,160
35626,35627,160
35140,35141,160
35378,35379,160
35653,35654,160
34792,34793,160
34789,34790,160
34870,34871,160
34872,34873,160
34977,34978,160
34997,34998,160
35045,35046,160
35113,35114,160
35155,35156,160
35224,35225,160
35262,35263,160
35499,35500,160
35652,35653,160
35689,35690,160
35806,35807,160
35902,35903,160
35908,35909,160
35988,35989,160
35998,35999,160
36062,36063,160
37488,37489,161
36382,36383,161
36203,36204,161
36232,36233,161
36995,36996,161
36590,36591,161
36263,36264,161
37004,37005,161
36853,36854,161
36955,36956,161
36169,36170,161
36374,36375,161
37355,37356,161
37698,37699,161
36791,36792,161
36239,36240,161
37600,37601,161
36326,36327,161
37462,37463,161
37422,37423,161
36097,36098,161
36452,36453,161
37377,37378,161
36608,36609,161
37256,37257,161
36529,36530,161
37389,37390,161
37248,37249,161
37207,37208,161
37288,37289,161
36362,36363,161
36514,36515,161
36204,36205,161
36872,36873,161
37736,37737,161
36729,36730,161
37136,37137,161
36295,36296,161
37690,37691,161
36782,36783,161
37294,37295,161
37021,37022,161
36527,36528,161
36686,36687,161
36209,36210,161
37550,37551,161
36253,36254,161
36826,36827,161
36480,36481,161
36178,36179,161
36148,36149,161
36177,36178,161
36197,36198,161
36264,36265,161
36406,36407,161
36439,36440,161
36580,36581,161
36685,36686,161
36690,36691,161
36718,36719,161
36726,36727,161
36727,36728,161
36739,36740,161
36964,36965,161
37231,37232,161
37329,37330,161
37397,37398,161
37436,37437,161
37548,37549,161
37602,37603,161
37613,37614,161
37696,37697,161
37721,37722,161
38980,38981,162
38620,38621,162
38995,38996,162
37862,37863,162
38540,38541,162
37748,37749,162
38537,38538,162
37911,37912,162
37910,37911,162
38385,38386,162
38427,38428,162
39022,39023,162
39026,39027,162
38124,38125,162
39067,39068,162
38563,38564,162
38974,38975,162
37979,37980,162
39010,39011,162
38645,38646,162
38429,38430,162
38082,38083,162
38903,38904,162
38274,38275,162
38975,38976,162
39148,39149,162
39185,39186,162
38801,38802,162
38077,38078,162
38652,38653,162
38213,38214,162
38242,38243,162
38940,38941,162
38395,38396,162
37860,37861,162
38072,38073,162
38230,38231,162
39288,39289,162
38081,38082,162
38084,38085,162
38728,38729,162
39314,39315,162
39076,39077,162
38650,38651,162
38197,38198,162
39180,39181,162
37936,37937,162
38012,38013,162
38027,38028,162
38049,38050,162
38078,38079,162
38237,38238,162
38265,38266,162
38306,38307,162
38462,38463,162
38477,38478,162
38532,38533,162
38705,38706,162
38758,38759,162
38776,38777,162
38892,38893,162
38987,38988,162
39041,39042,162
39228,39229,162
39239,39240,162
39313,39314,162
39836,39837,163
40140,40141,163
40392,40393,163
40566,40567,163
40341,40342,163
39864,39865,163
40319,40320,163
39350,39351,163
40214,40215,163
40589,40590,163
39953,39954,163
39501,39502,163
39724,39725,163
40243,40244,163
39995,39996,163
39965,39966,163
40007,40008,163
39933,39934,163
39786,39787,163
39367,39368,163
39382,39383,163
39831,39832,163
39554,39555,163
39545,39546,163
39667,39668,163
39585,39586,163
39593,39594,163
39716,39717,163
40602,40603,163
39992,39993,163
40213,40214,163
40187,40188,163
39886,39887,163
40264,40265,163
39432,39433,163
39698,39699,163
39958,39959,163
40576,40577,163
40494,40495,163
40605,40606,163
39876,39877,163
40476,40477,163
39399,39400,163
39441,39442,163
39442,39443,163
39565,39566,163
39612,39613,163
39653,39654,163
39734,39735,163
39787,39788,163
39841,39842,163
39893,39894,163
39963,39964,163
39989,39990,163
40005,40006,163
40120,40121,163
40174,40175,163
40237,40238,163
40242,40243,163
40307,40308,163
42028,42029,164
40622,40623,164
41644,41645,164
42014,42015,164
40625,40626,164
41205,41206,164
42088,42089,164
41242,41243,164
40953,40954,164
40777,40778,164
41240,41241,164
40821,40822,164
41135,41136,164
41735,41736,164
41521,41522,164
40733,40734,164
41774,41775,164
41032,41033,164
41199,41200,164
41372,41373,164
42071,42072,164
41407,41408,164
41221,41222,164
41355,41356,164
41311,41312,164
41022,41023,164
42178,42179,164
42146,42147,164
41883,41884,164
42090,42091,164
41965,41966,164
41957,41958,164
42171,42172,164
41808,41809,164
41450,41451,164
41670,41671,164
41294,41295,164
41501,41502,164
41335,41336,164
41421,41422,164
41923,41924,164
41272,41273,164
41261,41262,164
42226,42227,164
41870,41871,164
42050,42051,164
40858,40859,164
40670,40671,164
40675,40676,164
40801,40802,164
40914,40915,164
41102,41103,164
41287,41288,164
41331,41332,164
41380,41381,164
41452,41453,164
41456,41457,164
41576,41577,164
41643,41644,164
41850,41851,164
41858,41859,164
41961,41962,164
42130,42131,164
42317,42318,164
42406,42407,164
42465,42466,164
42565,42566,165
42925,42926,165
43077,43078,165
43844,43845,165
43214,43215,165
43558,43559,165
43675,43676,165
42592,42593,165
43459,43460,165
42475,42476,165
43801,43802,165
42759,42760,165
42594,42595,165
42606,42607,165
43344,43345,165
42866,42867,165
42981,42982,165
42765,42766,165
43514,43515,165
43182,43183,165
43806,43807,165
43273,43274,165
43568,43569,165
43323,43324,165
43074,43075,165
43538,43539,165
43832,43833,165
43728,43729,165
43320,43321,165
43368,43369,165
43300,43301,165
42968,42969,165
42516,42517,165
43627,43628,165
42714,42715,165
43304,43305,165
43655,43656,165
43362,43363,165
43524,43525,165
43412,43413,165
42486,42487,165
43740,43741,165
43087,43088,165
43117,43118,165
43444,43445,165
43279,43280,165
43352,43353,165
43037,43038,165
43326,43327,165
42677,42678,165
42678,42679,165
42685,42686,165
42826,42827,165
42832,42833,165
42908,42909,165
42994,42995,165
43045,43046,165
43340,43341,165
43469,43470,165
43528,43529,165
43562,43563,165
43606,43607,165
43695,43696,165
43813,43814,165
43859,43860,165
43902,43903,165
43948,43949,165
43963,43964,165
43971,43972,166
44178,44179,166
45035,45036,166
44960,44961,166
44597,44598,166
44774,44775,166
44359,44360,166
44857,44858,166
44343,44344,166
45118,45119,166
44010,44011,166
45124,45125,166
44413,44414,166
44632,44633,166
44324,44325,166
44171,44172,166
45185,45186,166
44594,44595,166
44153,44154,166
44779,44780,166
44024,44025,166
44853,44854,166
44183,44184,166
44705,44706,166
44093,44094,166
44896,44897,166
44399,44400,166
44682,44683,166
44217,44218,166
44197,44198,166
44191,44192,166
44023,44024,166
44800,44801,166
45087,45088,166
45127,45128,166
45055,45056,166
45110,45111,166
44560,44561,166
44820,44821,166
44140,44141,166
45017,45018,166
44393,44394,166
44448,44449,166
44033,44034,166
44135,44136,166
44017,44018,166
44065,44066,166
44070,44071,166
44078,44079,166
44079,44080,166
44214,44215,166
44353,44354,166
44496,44497,166
44518,44519,166
44625,44626,166
44738,44739,166
44827,44828,166
44871,44872,166
44876,44877,166
44884,44885,166
44985,44986,166
45090,45091,166
45213,45214,166
45743,45744,167
46393,46394,167
46024,46025,167
45508,45509,167
45863,45864,167
46598,46599,167
45734,45735,167
46835,46836,167
46503,46504,167
45236,45237,167
45300,45301,167
45676,45677,167
46738,46739,167
46712,46713,167
45260,45261,167
45369,45370,167
46682,46683,167
46588,46589,167
46540,46541,167
46784,46785,167
46466,46467,167
46337,46338,167
46815,46816,167
45312,45313,167
45797,45798,167
46229,46230,167
46592,46593,167
45672,45673,167
45910,45911,167
45264,45265,167
46087,46088,167
46630,46631,167
45860,45861,167
45735,45736,167
46580,46581,167
45648,45649,167
46518,46519,167
46003,46004,167
45292,45293,167
47019,47020,167
45739,45740,167
46822,46823,167
46173,46174,167
45939,45940,167
45623,45624,167
46604,46605,167
45387,45388,167
45772,45773,167
45305,45306,167
45633,45634,167
45659,45660,167
45811,45812,167
45821,45822,167
45822,45823,167
45829,45830,167
45886,45887,167
46031,46032,167
46131,46132,167
46317,46318,167
46356,46357,167
46358,46359,167
46483,46484,167
46506,46507,167
46706,46707,167
46729,46730,167
46741,46742,167
46854,46855,167
46863,46864,167
46900,46901,167
46949,46950,167
47001,47002,167
48093,48094,168
47877,47878,168
48005,48006,168
48231,48232,168
47186,47187,168
48609,48610,168
47386,47387,168
47470,47471,168
47157,47158,168
47049,47050,168
47223,47224,168
48011,48012,168
48597,48598,168
47786,47787,168
48321,48322,168
47252,47253,168
47600,47601,168
48343,48344,168
48054,48055,168
48345,48346,168
47137,47138,168
47391,47392,168
47832,47833,168
47043,47044,168
48296,48297,168
47665,47666,168
47960,47961,168
48292,48293,168
47036,47037,168
47573,47574,168
47179,47180,168
47023,47024,168
47826,47827,168
47376,47377,168
47119,47120,168
47156,47157,168
48667,48668,168
47028,47029,168
48662,48663,168
47333,47334,168
47824,47825,168
48632,48633,168
47675,47676,168
47026,47027,168
47304,47305,168
47818,47819,168
47916,47917,168
48220,48221,168
47068,47069,168
47145,47146,168
47181,47182,168
47276,47277,168
47292,47293,168
47316,47317,168
47570,47571,168
47757,47758,168
47759,47760,168
47908,47909,168
47914,47915,168
47948,47949,168
47965,47966,168
47978,47979,168
48047,48048,168
48048,48049,168
48088,48089,168
48106,48107,168
48277,48278,168
48348,48349,168
48369,48370,168
48403,48404,168
48412,48413,168
48459,48460,168
48500,48501,168
48517,48518,168
48569,48570,168
48613,48614,168
49548,49549,169
50273,50274,169
49887,49888,169
48712,48713,169
49092,49093,169
49805,49806,169
49812,49813,169
49300,49301,169
49580,49581,169
49205,49206,169
49766,49767,169
50224,50225,169
48725,48726,169
48953,48954,169
50094,50095,169
49167,49168,169
49882,49883,169
49087,49088,169
49469,49470,169
49252,49253,169
50207,50208,169
48909,48910,169
48863,48864,169
50269,50270,169
49006,49007,169
48818,48819,169
50000,50001,169
49962,49963,169
49065,49066,169
49507,49508,169
49682,49683,169
49780,49781,169
49228,49229,169
49360,49361,169
49270,49271,169
49694,49695,169
49326,49327,169
50004,50005,169
48741,48742,169
49588,49589,169
50192,50193,169
48967,48968,169
49717,49718,169
49986,49987,169
49105,49106,169
48782,48783,169
49051,49052,169
49068,49069,169
49194,49195,169
49238,49239,169
49263,49264,169
49291,49292,169
49294,49295,169
49527,49528,169
49566,49567,169
49578,49579,169
49611,49612,169
49664,49665,169
49758,49759,169
49893,49894,169
49929,49930,169
50057,50058,169
50088,50089,169
50148,50149,169
50242,50243,169
50852,50853,170
51336,51337,170
51702,51703,170
51537,51538,170
50856,50857,170
50467,50468,170
51179,51180,170
50746,50747,170
51950,51951,170
51767,51768,170
51027,51028,170
50565,50566,170
50998,50999,170
50679,50680,170
51737,51738,170
51209,51210,170
50294,50295,170
51600,51601,170
50644,50645,170
51596,51597,170
51656,51657,170
51274,51275,170
51147,51148,170
51104,51105,170
51788,51789,170
51736,51737,170
51370,51371,170
51250,51251,170
51375,51376,170
51352,51353,170
51612,51613,170
51379,51380,170
51068,51069,170
51891,51892,170
50465,50466,170
51288,51289,170
51872,51873,170
51915,51916,170
51417,51418,170
51613,51614,170
51186,51187,170
51221,51222,170
51803,51804,170
50926,50927,170
51764,51765,170
51018,51019,170
50829,50830,170
50454,50455,170
51254,51255,170
50298,50299,170
50344,50345,170
50416,50417,170
50733,50734,170
50759,50760,170
50936,50937,170
50952,50953,170
50974,50975,170
50997,50998,170
51141,51142,170
51149,51150,170
51152,51153,170
51272,51273,170
51346,51347,170
51456,51457,170
51617,51618,170
51670,51671,170
51711,51712,170
51719,51720,170
51726,51727,170
51738,51739,170
51784,51785,170
51794,51795,170
51809,51810,170
51997,51998,171
52261,52262,171
52787,52788,171
52639,52640,171
53138,53139,171
52153,52154,171
52049,52050,171
53304,53305,171
53292,53293,171
52589,52590,171
52674,52675,171
51957,51958,171
52064,52065,171
52597,52598,171
51985,51986,171
52783,52784,171
52726,52727,171
52841,52842,171
52588,52589,171
52441,52442,171
52175,52176,171
53035,53036,171
52111,52112,171
52424,52425,171
52531,52532,171
52718,52719,171
53215,53216,171
52123,52124,171
53302,53303,171
51972,51973,171
52567,52568,171
52568,52569,171
52649,52650,171
53238,53239,171
52789,52790,171
52109,52110,171
52030,52031,171
52263,52264,171
52352,52353,171
53303,53304,171
52103,52104,171
51959,51960,171
52217,52218,171
52722,52723,171
52145,52146,171
51960,51961,171
52707,52708,171
53164,53165,171
52164,52165,171
52169,52170,171
52242,52243,171
52365,52366,171
52377,52378,171
52444,52445,171
52445,52446,171
52446,52447,171
52465,52466,171
52549,52550,171
52671,52672,171
52704,52705,171
52728,52729,171
52730,52731,171
52761,52762,171
52896,52897,171
52973,52974,171
53041,53042,171
53052,53053,171
53083,53084,171
53155,53156,171
53284,53285,171
53396,53397,172
53945,53946,172
54380,54381,172
54706,54707,172
54897,54898,172
54186,54187,172
53718,53719,172
54682,54683,172
53311,53312,172
53886,53887,172
53474,53475,172
54712,54713,172
54259,54260,172
54758,54759,172
53365,53366,172
54470,54471,172
53486,53487,172
54246,54247,172
54366,54367,172
53631,53632,172
55062,55063,172
55122,55123,172
54622,54623,172
54824,54825,172
54658,54659,172
55111,55112,172
54538,54539,172
53734,53735,172
54564,54565,172
54671,54672,172
55063,55064,172
53443,53444,172
54979,54980,172
53790,53791,172
54553,54554,172
54141,54142,172
54486,54487,172
53909,53910,172
53871,53872,172
54748,54749,172
54731,54732,172
53698,53699,172
54343,54344,172
54166,54167,172
53831,53832,172
54284,54285,172
53324,53325,172
53363,53364,172
53369,53370,172
53457,53458,172
53633,53634,172
53754,53755,172
53769,53770,172
53774,53775,172
53796,53797,172
53859,53860,172
53950,53951,172
54076,54077,172
54109,54110,172
54220,54221,172
54267,54268,172
54360,54361,172
54576,54577,172
54659,54660,172
54704,54705,172
54717,54718,172
54755,54756,172
54841,54842,172
54846,54847,172
54887,54888,172
55161,55162,172
55463,55464,173
56563,56564,173
56876,56877,173
56235,56236,173
56677,56678,173
55183,55184,173
56288,56289,173
55940,55941,173
56803,56804,173
55813,55814,173
55340,55341,173
56307,56308,173
56862,56863,173
55770,55771,173
55659,55660,173
55849,55850,173
56577,56578,173
56633,56634,173
56312,56313,173
56546,56547,173
56486,56487,173
56447,56448,173
55326,55327,173
55926,55927,173
56799,56800,173
55552,55553,173
56390,56391,173
56150,56151,173
56610,56611,173
55818,55819,173
56170,56171,173
56041,56042,173
56888,56889,173
55719,55720,173
56157,56158,173
56168,56169,173
56629,56630,173
55597,55598,173
56763,56764,173
56670,56671,173
56190,56191,173
55681,55682,173
56846,56847,173
55819,55820,173
55302,55303,173
55510,55511,173
55517,55518,173
55518,55519,173
55551,55552,173
55601,55602,173
55688,55689,173
55694,55695,173
55833,55834,173
55913,55914,173
55920,55921,173
55982,55983,173
56023,56024,173
56062,56063,173
56101,56102,173
56153,56154,173
56156,56157,173
56241,56242,173
56311,56312,173
56453,56454,173
56484,56485,173
56594,56595,173
56596,56597,173
56619,56620,173
56722,56723,173
56778,56779,173
56780,56781,173
56858,56859,173
56884,56885,173
58555,58556,174
58992,58993,174
58819,58820,174
57691,57692,174
57555,57556,174
58590,58591,174
58538,58539,174
56903,56904,174
57907,57908,174
57451,57452,174
57440,57441,174
58802,58803,174
57422,57423,174
58598,58599,174
57395,57396,174
57128,57129,174
58692,58693,174
57492,57493,174
58069,58070,174
58200,58201,174
57609,57610,174
58062,58063,174
58664,58665,174
58041,58042,174
58853,58854,174
58158,58159,174
58032,58033,174
56919,56920,174
58600,58601,174
58019,58020,174
58309,58310,174
58804,58805,174
59030,59031,174
58721,58722,174
57023,57024,174
58691,58692,174
58241,58242,174
59028,59029,174
57870,57871,174
58213,58214,174
57764,57765,174
57094,57095,174
58187,58188,174
57337,57338,174
56976,56977,174
57014,57015,174
57049,57050,174
